id	gene	label	synonym	chrLocation	refSeqId	locusType	linkPubmed	linkEnsembl
HGNC:1004	BCL7A	B-cell CLL/lymphoma 7A	NA	12q24.1	NM_001024808	gene with protein product	8605326, 9931421	ENSG00000110987
HGNC:24825	MLST8	MTOR associated protein, LST8 homolog (S. cerevisiae)	Pop3|GbetaL|Lst8|GBL	16p13.3	NM_022372	gene with protein product	12477932	ENSG00000167965
HGNC:21931	UBN2	ubinuclein 2	FLJ25778|KIAA2030	7q34	NM_173569	gene with protein product	19029251	ENSG00000157741
HGNC:18681	DDX46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	Prp5|KIAA0801|FLJ25329|PRPF5	5q31.1	NM_014829	gene with protein product	NA	ENSG00000145833
HGNC:5733	IGKV1-17	immunoglobulin kappa variable 1-17	IGKV117|A30	2p11.2	NG_000834	immunoglobulin gene	NA	ENSG00000240382
HGNC:34322	SNAR-C4	small ILF3/NF90-associated RNA C4	NA	19q13.32	NR_024218	RNA, small nuclear	NA	NA
HGNC:32103	MIR523	microRNA 523	hsa-mir-523	19q13.42	NR_030193	RNA, micro	NA	ENSG00000208016
HGNC:2489	CTAA1	cataract, anterior polar 1	NA	14q24-qter	NA	phenotype only	1497515	NA
HGNC:10231	SNORA70	small nucleolar RNA, H/ACA box 70	DXS648E|U70	Xq28	NR_000011	RNA, small nucleolar	9106664, 15199136	NA
HGNC:33983	CFC1B	cripto, FRL-1, cryptic family 1B	NA	2q21.1	NM_001079530	gene with protein product	NA	ENSG00000152093
HGNC:12450	TYRP1	tyrosinase-related protein 1	b-PROTEIN|CATB|GP75|TRP	9p23	NM_000550	gene with protein product	9434945	ENSG00000107165
HGNC:15607	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	P85SPR|Nbla10314|DKFZp761K1021|PIXB|P50BP|DKFZp686C12170|PAK3|BETA-PIX|COOL1|P85COOL1|KIAA0142|P50|P85	13q33.3	NM_001113511	gene with protein product	9207241, 9726964	ENSG00000102606
HGNC:15344	OR7E111P	olfactory receptor, family 7, subfamily E, member 111 pseudogene	NA	13	NG_004173	pseudogene	NA	NA
HGNC:24268	ASCC1	activating signal cointegrator 1 complex subunit 1	ASC1p50|CGI-18|Em:AC022392.3	10pter-q25.3	NM_015947	gene with protein product	10810093, 12077347	ENSG00000138303
HGNC:25569	C11orf57	chromosome 11 open reading frame 57	FLJ10726	11q23.1	NM_001082969	gene with protein product	12477932	ENSG00000150776
HGNC:33936	FAM153C	family with sequence similarity 153, member C	NY-REN-7-like	5q35.3	NM_001079527	gene with protein product	NA	ENSG00000204677
HGNC:27788	NCRNA00174	non-protein coding RNA 174	NA	7q11.21	NR_026873	gene with no protein product	NA	ENSG00000179406
HGNC:2137	CMTX2	Charcot-Marie-Tooth neuropathy, X-linked 2 (recessive)	NA	Xp22	NA	phenotype only	NA	NA
HGNC:10601	SCNN1D	sodium channel, nonvoltage-gated 1, delta	dNaCh|ENaCdelta	1p36.3-p36.2	NM_001130413	gene with protein product	8661065	ENSG00000162572
HGNC:23767	MTND2P2	MTND2 pseudogene 2	NA	Xq22.1	NG_002320	pseudogene	NA	NA
HGNC:25986	TTC27	tetratricopeptide repeat domain 27	FLJ20272	2p22.3	NM_017735	gene with protein product	NA	ENSG00000018699
HGNC:31871	MIR378	microRNA 378	hsa-mir-378	5q32	NR_029870	RNA, micro	NA	ENSG00000199047
HGNC:3655	FER	fer (fps/fes related) tyrosine kinase	TYK3	5q21	NM_005246	gene with protein product	NA	ENSG00000151422
HGNC:7897	NPC1	Niemann-Pick disease, type C1	NA	18q11-q12	NM_000271	gene with protein product	8446622	ENSG00000141458
HGNC:7260	MRX3	mental retardation, X-linked 3	NA	Xq28	NA	phenotype only	1870093	NA
HGNC:1685	CD5	CD5 molecule	T1	11q13	NM_014207	gene with protein product	1711157	ENSG00000110448
HGNC:5454	IFNWP5	interferon, omega 5 (pseudogene)	NA	9p21.3	NG_016582	pseudogene	8001965	ENSG00000232138
HGNC:25341	C1orf186	chromosome 1 open reading frame 186	FLJ16052	1q32.1	NM_001007544	gene with protein product	NA	ENSG00000196533
HGNC:11855	TSPAN8	tetraspanin 8	CO-029	12q14.1-q21.1	NM_004616	gene with protein product	2395876	ENSG00000127324
HGNC:4965	HLA-H	major histocompatibility complex, class I, H (pseudogene)	NA	6p21.3	NR_001434	pseudogene	1517564, 2294403	ENSG00000231904
HGNC:11808	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	hTid-1	16p13.3	NM_001135110	gene with protein product	9683573	ENSG00000103423
HGNC:5290	HTR1DP1	5-hydroxytryptamine (serotonin) receptor 1D pseudogene 1	NA	12p	NA	pseudogene	8444354	NA
HGNC:23122	SKA2L	spindle and kinetochore associated complex subunit 2-like	Em:AC006313.1	9q33.2	NA	gene with protein product	NA	ENSG00000232387
HGNC:8393	OR7E21P	olfactory receptor, family 7, subfamily E, member 21 pseudogene	OR4DG|OST035	3p13	NG_004123	pseudogene	10036190	NA
HGNC:18634	UNC5D	unc-5 homolog D (C. elegans)	Unc5h4|KIAA1777	8p11.22	NM_080872	gene with protein product	18402767	ENSG00000156687
HGNC:21305	KCTD3	potassium channel tetramerisation domain containing 3	NY-REN-45	1q41	NM_016121	gene with protein product	10508479	ENSG00000136636
HGNC:7014	MEOX2	mesenchyme homeobox 2	MOX2	7p22.1-p21.3	NM_005924	gene with protein product	7713505	ENSG00000106511
HGNC:36671	RPL19P3	ribosomal protein L19 pseudogene 3	NA	1p31.3	NG_010913	pseudogene	19123937	NA
HGNC:20990	PHACTR1	phosphatase and actin regulator 1	KIAA1733|dJ257A7.2	6p23	NM_030948	gene with protein product	11214970, 15107502	ENSG00000112137
HGNC:34452	C12orf71	chromosome 12 open reading frame 71	LOC728858	12p11.23	NM_001080406	gene with protein product	NA	ENSG00000214700
HGNC:18008	NXN	nucleoredoxin	NRX|FLJ12614	17p13	NM_022463	gene with protein product	NA	ENSG00000167693
HGNC:5910	IGLV3-27	immunoglobulin lambda variable 3-27	NA	22q11.2	NG_000002	immunoglobulin gene	NA	ENSG00000211658
HGNC:30057	GPR171	G protein-coupled receptor 171	H963	3q25.1	NM_013308	gene with protein product	9370294	ENSG00000174946
HGNC:37972	GCNT1P2	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 2	NA	5p14.3	NG_021841	pseudogene	NA	NA
HGNC:12839	XYLB	xylulokinase homolog (H. influenzae)	FLJ10343|FLJ12539	3p22-p21.3	NM_005108	gene with protein product	9763671	ENSG00000093217
HGNC:15474	SHANK1	SH3 and multiple ankyrin repeat domains 1	synamon|SPANK-1|SSTRIP	19q13.3	NM_016148	gene with protein product	10551867	ENSG00000161681
HGNC:32812	MIR556	microRNA 556	hsa-mir-556	1q23.3	NR_030283	RNA, micro	NA	ENSG00000207729
HGNC:17693	DHRS3	dehydrogenase/reductase (SDR family) member 3	retSDR1|SDR1|SDR16C1|Rsdr1|RDH17	1p36.1	NM_004753	gene with protein product	9705317, 12226107, 19027726	ENSG00000162496
HGNC:17956	WDR18	WD repeat domain 18	NA	19p13.3	NM_024100	gene with protein product	NA	ENSG00000065268
HGNC:2314	CPNE1	copine I	CPN1	20q11.22	NM_003915	gene with protein product	9430674	ENSG00000214078
HGNC:9196	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	hRPB14.5|RPB9	19q12	NM_006233	gene with protein product	8034326	ENSG00000105258
HGNC:17909	DUSP16	dual specificity phosphatase 16	KIAA1700|MKP-7|MKP7	12p13	NM_030640	gene with protein product	11359773, 11489891, 15888437	ENSG00000111266
HGNC:30589	HSPB9	heat shock protein, alpha-crystallin-related, B9	CT51	17q21	NM_033194	gene with protein product	11470154, 12820654	ENSG00000197723
HGNC:34405	NCRNA00169	non-protein coding RNA 169	FLJ41766	16p12.2	NR_026675	gene with no protein product	NA	ENSG00000189149
HGNC:26038	TMEM127	transmembrane protein 127	FLJ22257|FLJ20507	2q11.2	NM_017849	gene with protein product	10493829	ENSG00000135956
HGNC:31054	CATSPER2P1	cation channel, sperm associated 2 pseudogene 1	NA	15q15.3	NR_002318	pseudogene	NA	ENSG00000205771
HGNC:12386	TSSC4	tumor suppressing subtransferable candidate 4	NA	11p15.5	NM_005706	gene with protein product	10072438	ENSG00000184281
HGNC:36171	RPL6P30	ribosomal protein L6 pseudogene 30	NA	Xp22.2	NG_010970	pseudogene	19123937	NA
HGNC:20753	SLC35A4	solute carrier family 35, member A4	NA	5q31.3	NM_080670	gene with protein product	NA	ENSG00000176087
HGNC:38390	MIR1244-3	microRNA 1244-3	hsa-mir-1244-3	12	NA	RNA, micro	NA	NA
HGNC:22972	KRTAP10-10	keratin associated protein 10-10	KAP10.10|KRTAP18-10|KAP18.10	21q22.3	NM_181688	gene with protein product	NA	ENSG00000221859
HGNC:6537	LDHAL2	lactate dehydrogenase A-like 2	NA	1q42.3	NG_008633	pseudogene	3793094	NA
HGNC:17193	FGF7P2	fibroblast growth factor 7 pseudogene 2	NA	21q11	NG_005961	pseudogene	NA	ENSG00000185390
HGNC:1673	CD3D	CD3d molecule, delta (CD3-TCR complex)	NA	11q23	NM_000732	gene with protein product	NA	ENSG00000167286
HGNC:12339	TRPM2	transient receptor potential cation channel, subfamily M, member 2	NUDT9H|EREG1|KNP3|NUDT9L1|LTRPC2	21q22.3	NM_003307	gene with protein product	9806837, 11385575, 16382100	ENSG00000142185
HGNC:25823	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2	FLJ13491|FLJ37501	12q24.31	NM_024623	gene with protein product	12477932	ENSG00000111325
HGNC:36124	RPL31P47	ribosomal protein L31 pseudogene 47	NA	11q24.1	NG_010626	pseudogene	19123937	NA
HGNC:22925	HCG4P5	HLA complex group 4 pseudogene 5	HCGIV.4|HCGIV-5|HCGIV-05	6p21.3	NG_002398	pseudogene	10557312	ENSG00000234831
HGNC:6373	KLRB1	killer cell lectin-like receptor subfamily B, member 1	NKR-P1|CLEC5B|CD161|NKR-P1A|hNKR-P1A	12p13	NM_002258	gene with protein product	8077657	ENSG00000111796
HGNC:19675	RPL13AP2	ribosomal protein L13a pseudogene 2	NA	14q21.3	NG_002538	pseudogene	19123937	NA
HGNC:17409	ZNF382	zinc finger protein 382	KS1|FLJ14686	19q13.13	NM_032825	gene with protein product	NA	ENSG00000161298
HGNC:19628	OR8S1	olfactory receptor, family 8, subfamily S, member 1	NA	12q13.2	NM_001005203	gene with protein product	NA	ENSG00000197376
HGNC:6057	INA	internexin neuronal intermediate filament protein, alpha	NF-66	10q24	NM_032727	gene with protein product	7769995	ENSG00000148798
HGNC:10101	SNORD81	small nucleolar RNA, C/D box 81	Z23|U81	1q25.1	NR_003938	RNA, small nucleolar	15556860, 9819378	NA
HGNC:33853	POLR2J3	polymerase (RNA) II (DNA directed) polypeptide J3	NA	7q22.1	NM_001097615	gene with protein product	15586814	ENSG00000168255
HGNC:5720	IGKJ2	immunoglobulin kappa joining 2	J2	2p11.2	NG_000834	immunoglobulin gene	NA	ENSG00000211596
HGNC:5579	IGHV2OR16-5	immunoglobulin heavy variable 2/OR16-5 (non-functional)	IGHV2/OR16-5	16p11.2	NA	immunoglobulin pseudogene	NA	ENSG00000214618
HGNC:26854	C1orf177	chromosome 1 open reading frame 177	FLJ40201	1p32.3	NM_001110533	gene with protein product	NA	ENSG00000162398
HGNC:18514	SPG20	spastic paraplegia 20 (Troyer syndrome)	TAHCCP1|KIAA0610	13q13.1	NM_001142294	gene with protein product	6022528, 12134148	ENSG00000133104
HGNC:7002	MEIS3P1	Meis homeobox 3 pseudogene 1	MRG2	17p12	NR_002211	pseudogene	9049632	ENSG00000179277
HGNC:25290	C15orf51	chromosome 15 open reading frame 51	FLJ45937|DKFZp434I1020	15q26.3	NR_003260	gene with protein product	NA	ENSG00000182397
HGNC:28739	C12orf72	chromosome 12 open reading frame 72	MGC50559|DKFZp451L235	12p11.21	NM_001135863	gene with protein product	NA	ENSG00000139160
HGNC:23024	COMMD1	copper metabolism (Murr1) domain containing 1	MGC27155|MURR1	2p15	NM_152516	gene with protein product	9001233, 11809725	ENSG00000173163
HGNC:28720	C11orf49	chromosome 11 open reading frame 49	MGC4707|FLJ22210	11p11.2	NM_001003676	gene with protein product	NA	ENSG00000149179
HGNC:643	AQP9	aquaporin 9	HsT17287|SSC1	15q	NM_020980	gene with protein product	NA	ENSG00000103569
HGNC:6714	LTBP1	latent transforming growth factor beta binding protein 1	NA	2p22-p21	NM_000627	gene with protein product	2350783, 11104663	ENSG00000049323
HGNC:38204	MIR3193	microRNA 3193	hsa-mir-3193	20	NA	RNA, micro	NA	NA
HGNC:24455	IKBKGP1	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma pseudogene 1	deltaNEMO	Xq28	NG_001576	pseudogene	11709543	NA
HGNC:35019	TRNAR31P	transfer RNA arginine 31 (anticodon CCU) pseudogene	NA	1q21.2	NG_008505	RNA, pseudogene	NA	NA
HGNC:29812	DCPS	decapping enzyme, scavenger	HSPC015|HSL1|HINT-5	11q24	NM_014026	gene with protein product	12198172, 14523240	ENSG00000110063
HGNC:28511	CLDND2	claudin domain containing 2	MGC33839	19q13.41	NM_152353	gene with protein product	12477932	ENSG00000160318
HGNC:21222	SFRS18	splicing factor, arginine/serine-rich 18	FLJ14752|DKFZp564B0769|bA98I9.2	6q16.3	NM_015491	gene with protein product	NA	ENSG00000132424
HGNC:4775	HIST1H3H	histone cluster 1, H3h	H3F1K|H3/k	6p22.1	NM_003536	gene with protein product	9439656, 12408966	ENSG00000203813
HGNC:9608	PTH1R	parathyroid hormone 1 receptor	NA	3p22-p21.1	NM_000316	gene with protein product	8020952	ENSG00000160801
HGNC:8380	OR7D4	olfactory receptor, family 7, subfamily D, member 4	OR19-B|hg105	19p13.2	NM_001005191	gene with protein product	NA	ENSG00000174667
HGNC:34078	NFYAP1	nuclear transcription factor Y, alpha pseudogene 1	NA	13q21.31	NG_007867	pseudogene	NA	ENSG00000237849
HGNC:4459	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	NA	6p22.1	NM_001503	gene with protein product	11072085	ENSG00000112293
HGNC:20573	PANX3	pannexin 3	NA	11q24.2	NM_052959	gene with protein product	NA	ENSG00000154143
HGNC:12469	UBA1	ubiquitin-like modifier activating enzyme 1	POC20|UBE1X	Xp11.23	NM_003334	gene with protein product	1845793	ENSG00000130985
HGNC:14688	OR7E83P	olfactory receptor, family 7, subfamily E, member 83 pseudogene	NA	4	NG_002251	pseudogene	NA	NA
HGNC:35	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	EST90625	17q24.3	NM_018672	gene with protein product	8894702	ENSG00000154265
HGNC:29255	USP53	ubiquitin specific peptidase 53	KIAA1350	4q26	NM_019050	gene with protein product	10718198, 14715245	ENSG00000145390
HGNC:13574	MAGEC2	melanoma antigen family C, 2	CT10|MAGE-C2	Xq27	NM_016249	gene with protein product	10699956	ENSG00000046774
HGNC:35446	POM121L8P	POM121 membrane glycoprotein-like 8 pseudogene	NA	22q11.2	NR_024583	pseudogene	NA	ENSG00000229266
HGNC:30070	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6	NA	16p13	NG_002799	pseudogene	8004675, 10493829	ENSG00000248707
HGNC:11981	TOC	tylosis with oesophageal cancer	TOCG	17	NA	phenotype only	7534553	NA
HGNC:11355	STAG2	stromal antigen 2	SA-2	Xq25	NM_001042749	gene with protein product	9305759	ENSG00000101972
HGNC:2631	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1	NA	10	NM_000773	gene with protein product	NA	ENSG00000130649
HGNC:30023	PCNP	PEST proteolytic signal containing nuclear protein	NA	3q12.3	NM_020357	gene with protein product	12176013	ENSG00000081154
HGNC:16712	FBXW7	F-box and WD repeat domain containing 7	SEL10|FLJ11071|AGO|SEL-10|FBX30|FBW7|CDC4|FBXW6	4q31.23	NM_001013415	gene with protein product	10531037, 11425854	ENSG00000109670
HGNC:37285	C9orf173	chromosome 9 open reading frame 173	FLJ40246	9q34.3	NM_001004353	gene with protein product	NA	ENSG00000197768
HGNC:29208	ERMN	ermin, ERM-like protein	ERMIN|JN	2q24	NM_001009959	gene with protein product	16051705, 16421295	ENSG00000136541
HGNC:13527	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	VMA8|VATD	14q23-q24.2	NM_015994	gene with protein product	9442887	ENSG00000100554
HGNC:26674	COL6A5	collagen, type VI, alpha 5	FLJ35880|VWA4	3q21.3	NM_153264	gene with protein product	17850181	ENSG00000172752
HGNC:26937	TRIAP1	TP53 regulated inhibitor of apoptosis 1	WF-1|P53CSV|HSPC132|p53CSV	12q24.31	NM_016399	gene with protein product	11042152, 15735003	ENSG00000170855
HGNC:3434	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	MGC126218|MGC126219|EM9|MAG|MGC102762	19q13.3	NM_000400	gene with protein product	8413672, 2184031	ENSG00000104884
HGNC:32005	FAM75A5	family with sequence similarity 75, member A5	OTTHUMG00000013204	9p12	NM_001113541	gene with protein product	NA	ENSG00000233788
HGNC:9463	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	PRPS3	7p21.1	NM_175886	gene with protein product	2168892	ENSG00000229937
HGNC:31953	LEUTX	leucine twenty homeobox	NA	19q13.2	NM_001143832	gene with protein product	NA	ENSG00000213921
HGNC:31690	C18orf32	chromosome 18 open reading frame 32	FLJ23458	18q21.1	NM_001035005	gene with protein product	NA	ENSG00000177576
HGNC:36779	RPL17P12	ribosomal protein L17 pseudogene 12	NA	2	NG_010467	pseudogene	19123937	NA
HGNC:3415	EPO	erythropoietin	EP	7q21	NM_000799	gene with protein product	9799793, 3838366	ENSG00000130427
HGNC:7657	NCAM2	neural cell adhesion molecule 2	MGC51008|NCAM21	21q21	NM_004540	gene with protein product	9226371	ENSG00000154654
HGNC:31906	GAGE12F	G antigen 12F	OTTHUMG00000024147	Xp11.23	NM_001098405	gene with protein product	NA	ENSG00000236362
HGNC:28656	UBE2DNL	ubiquitin-conjugating enzyme E2D N-terminal like pseudogene	MGC42638	Xq21.1	NR_024062	pseudogene	12477932	NA
HGNC:34541	TRNAV4	transfer RNA valine 4 (anticodon CAC)	NA	5	NA	RNA, transfer	NA	NA
HGNC:12975	ZNF184	zinc finger protein 184	NA	6p21.3	NM_007149	gene with protein product	NA	ENSG00000096654
HGNC:14568	STK33	serine/threonine kinase 33	NA	11p15.3	NM_030906	gene with protein product	11738831	ENSG00000130413
HGNC:20206	MCDR3	macular dystrophy, retinal 3	NA	5p15.33-p13.1	NA	phenotype only	NA	NA
HGNC:10560	ATXN7	ataxin 7	OPCA3|ADCAII	3p21.1-p12	NM_000333	gene with protein product	7647798, 10598805	ENSG00000163635
HGNC:11861	TM6SF2	transmembrane 6 superfamily member 2	Lpr4	19p13.3-p12	NM_001001524	gene with protein product	11124529	ENSG00000213996
HGNC:38106	RAB9AP2	RAB9B, member RAS oncogene family pseudogene 2	NA	Yq11.23	NG_022966	pseudogene	NA	NA
HGNC:25898	RPUSD4	RNA pseudouridylate synthase domain containing 4	FLJ14494	11q24.2	NM_001144827	gene with protein product	NA	ENSG00000165526
HGNC:26820	CYP4F22	cytochrome P450, family 4, subfamily F, polypeptide 22	FLJ39501	19p13.12	NM_173483	gene with protein product	16436457	ENSG00000171954
HGNC:8153	OPRD1	opioid receptor, delta 1	NA	1p36.1-p34.3	NM_000911	gene with protein product	8415697	ENSG00000116329
HGNC:34271	RNU6-27	RNA, U6 small nuclear 27	NA	20	NA	RNA, small nuclear	NA	NA
HGNC:32052	MIR453	microRNA 453	hsa-mir-453	14q32.31	NR_029969	RNA, micro	NA	ENSG00000208004
HGNC:23679	IER5L	immediate early response 5-like	bA247A12.2	9	NM_203434	gene with protein product	NA	ENSG00000188483
HGNC:35572	RPS14P1	ribosomal protein S14 pseudogene 1	NA	1q32	NG_011111	pseudogene	19123937	NA
HGNC:15293	OR5M13P	olfactory receptor, family 5, subfamily M, member 13 pseudogene	NA	11	NG_002281	pseudogene	NA	ENSG00000166693
HGNC:23660	CTGLF11P	centaurin, gamma-like family, member 11 pseudogene	bA145E20.1	10q11.22	NG_005806	pseudogene	NA	ENSG00000204150
HGNC:32178	TPRXL	tetra-peptide repeat homeobox-like	FLJ35107	3p25.1	NR_002223	pseudogene	NA	ENSG00000180438
HGNC:8190	OR1E2	olfactory receptor, family 1, subfamily E, member 2	OR17-93|OR17-135	17p13.3	NM_003554	gene with protein product	8004088, 9500546	ENSG00000127780
HGNC:755	ASNSP2	asparagine synthetase pseudogene 2	NA	21p11.2	NA	pseudogene	NA	NA
HGNC:35918	RPL19P9	ribosomal protein L19 pseudogene 9	NA	5q35.3	NG_009970	pseudogene	19123937	NA
HGNC:35655	RPS6P22	ribosomal protein S6 pseudogene 22	NA	12q14.1	NG_011052	pseudogene	19123937	NA
HGNC:15376	OR4Q1P	olfactory receptor, family 4, subfamily Q, member 1 pseudogene	NA	15	NG_004162	pseudogene	NA	NA
HGNC:285	ADRB1	adrenergic, beta-1-, receptor	NA	10q24-q26	NM_000684	gene with protein product	NA	ENSG00000043591
HGNC:30203	C19orf56	chromosome 19 open reading frame 56	PTD008	19p13.13	NM_016145	gene with protein product	10810093	ENSG00000105583
HGNC:17858	GPSM1	G-protein signaling modulator 1	DKFZP727I051|AGS3	9q34.3	NM_001145638	gene with protein product	11278352, 10969064	ENSG00000160360
HGNC:32422	RPRML	reprimo-like	MGC43894	17q21.32	NM_203400	gene with protein product	NA	ENSG00000179673
HGNC:2299	CPB1	carboxypeptidase B1 (tissue)	NA	3q24	NM_001871	gene with protein product	NA	ENSG00000153002
HGNC:18561	MUTED	muted homolog (mouse)	dJ303A1.3|MU	6p25.1-p24.3	NM_201280	gene with protein product	11912185	ENSG00000188428
HGNC:34977	TRNAV31	transfer RNA valine 31 (anticodon UAC)	NA	6	NA	RNA, transfer	NA	NA
HGNC:29125	DNM3	dynamin 3	KIAA0820	1q24.1	NM_001136127	gene with protein product	10048485	ENSG00000197959
HGNC:13444	SLC2A10	solute carrier family 2 (facilitated glucose transporter), member 10	GLUT10	20q13.12	NM_030777	gene with protein product	11247674	ENSG00000197496
HGNC:13707	SCG3	secretogranin III	FLJ90833|SGIII	15	NM_001165257	gene with protein product	2053134, 8825061	ENSG00000104112
HGNC:14812	OR10T1P	olfactory receptor, family 10, subfamily T, member 1 pseudogene	NA	1	NG_002260	pseudogene	NA	ENSG00000203758
HGNC:8967	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N	PIG-N|MDC4	18q21.33	NM_012327	gene with protein product	10069808, 10574991	ENSG00000197563
HGNC:29891	TCEA1P2	transcription elongation factor A (SII), 1 pseudogene 2	TCEA1	3p22	NG_003186	pseudogene	NA	NA
HGNC:1129	BTF3P1	basic transcription factor 3, pseudogene 1	HUMBTFA	8q11.22	NG_001086	pseudogene	1386332	NA
HGNC:24774	SERPINE3	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3	NA	13q14.3	NM_001101320	gene with protein product	NA	ENSG00000215461
